head_entity,tail_entity,probability
16937,16937,0.5258777
15523,24074,0.8927088
15862,10220,0.70929325
13730,13730,0.5258777
14447,11993,0.70929325
10929,16139,0.70929325
14834,11209,0.8927088
14989,14215,0.70929325
19234,11371,0.70929325
12149,24396,0.8927088
10415,19761,0.21766952
20306,20306,0.5258777
13093,14461,0.8927088
22041,16387,0.70929325
10414,10963,0.23727943
17170,22642,0.8927088
14057,20828,0.28865558
15188,11105,0.70929325
22007,10893,0.70929325
11890,13816,0.11790334
12760,12984,0.8927088
13235,19560,0.70929325
11879,12160,0.17546196
11480,13994,0.5258777
12495,16211,0.70929325
12111,13308,0.70929325
11080,23522,0.8927088
22811,11444,0.70929325
15938,23136,0.70929325
17749,11728,1.0
20746,11459,0.70929325
15942,11079,0.70929325
23977,10536,0.8927088
10392,11444,0.70929325
10480,17222,0.8927088
14705,10540,0.8927088
19138,23533,0.70929325
10792,14769,0.48780778
11538,13383,0.70929325
10197,11041,0.70929325
12924,11549,0.8927088
13673,13847,0.70929325
12040,21002,0.7058307
12380,22292,0.17346488
12051,13570,0.921038
10845,14792,0.8552493
11868,13185,0.70929325
14473,20028,0.8927088
10992,11579,0.70929325
10108,15292,0.8927088
20074,10132,0.70929325
10388,12652,0.8927088
20854,12047,0.8927088
24020,24059,0.70929325
12110,15105,0.21766952
15750,19877,0.16738157
11299,15786,0.1774441
22539,13283,0.70929325
18052,19231,0.9843766
14619,10125,0.70929325
10064,17364,0.70929325
14202,20546,0.8927088
20571,16006,0.8927088
11095,10797,0.23727943
12819,14179,0.107821636
12276,11147,0.34873787
14769,10569,0.70929325
22251,16937,0.8927088
14371,15217,0.24041097
15740,11313,0.8927088
21664,13024,0.70929325
10276,16136,0.24041097
11289,20610,0.70929325
11406,16196,0.84735906
17424,13341,0.70929325
20124,13327,0.7031361
19505,13975,0.8927088
11001,18574,0.38264686
12855,21800,0.70929325
17254,13317,0.70929325
18058,12793,0.70929325
17809,24376,0.8927088
14798,20994,0.70929325
12234,24089,0.70929325
18571,10016,0.70929325
10492,10163,0.8927088
12095,24565,1.0
11355,14090,0.70929325
22420,12811,0.70929325
11066,10100,0.70929325
15923,22851,0.70929325
13225,14453,0.38355464
23450,11861,0.70929325
10645,14099,0.8927088
16050,16050,0.5258777
10775,10749,0.110378295
20157,20693,0.70929325
19739,18962,0.8927088
12087,22189,0.70929325
17197,10433,0.70929325
10263,11973,0.70929325
10346,15516,0.107821636
14007,11271,0.110378295
11983,11209,1.0
13723,13723,0.5258777
10217,12958,0.2925186
11444,15590,0.8927088
10343,22381,0.6009415
12724,12724,0.70929325
11631,10866,0.80245394
16598,14993,0.70929325
12831,17919,0.30007946
12658,10239,0.21425511
22559,18563,0.70929325
24006,14288,0.8927088
22041,22835,0.8927088
14773,12537,0.70929325
12087,23150,0.8927088
17503,10480,0.70929325
11180,12628,0.8927088
18011,19600,0.70929325
13356,13031,0.105240025
22709,16015,0.70929325
10700,23065,0.70929325
10423,14145,0.70929325
10856,11456,1.0
19631,10892,0.5258777
16852,16720,0.70929325
10044,17273,0.32833165
24086,20873,0.70929325
14994,12739,0.70929325
14294,11441,0.70929325
13724,10108,0.83580345
16143,10628,0.70929325
12291,22381,0.110378295
12075,12075,0.8927088
14399,15473,0.5258777
17030,13671,0.70929325
11154,10896,0.70929325
12658,10464,0.70929325
20326,14657,0.8927088
10716,14321,0.70929325
20728,17023,0.70929325
11379,14739,0.70929325
11008,13577,0.8927088
18610,15560,0.8927088
14823,13920,0.70929325
20216,20216,0.8927088
10048,19500,0.777494
10657,11787,1.0
10426,10517,0.23884983
22834,21210,0.70929325
20002,12163,0.70929325
12602,10074,0.24656503
13571,10127,0.8927088
10522,18187,0.86629504
22206,11086,0.70929325
10274,16827,0.70929325
11475,16030,0.18522738
21458,10407,0.70929325
13482,19030,0.70929325
19507,13926,0.8927088
16581,10417,0.8927088
17017,16696,0.8927088
14255,10234,0.7875261
15946,12179,0.70929325
19904,10963,0.12522028
14730,20626,0.70929325
12616,24374,0.70929325
16181,13205,0.44476727
17603,19234,0.70929325
19434,19658,0.8927088
13482,13298,0.70929325
11026,12363,0.70929325
14970,20059,0.8927088
11151,14707,0.29632604
22316,21500,0.70929325
19268,16479,0.70929325
12393,17474,0.110378295
10032,10028,0.70929325
20599,12164,0.70929325
23444,18274,0.70929325
13125,20683,0.8927088
10525,10308,1.0
22047,12775,0.70929325
16325,11329,0.70929325
18950,18370,0.5258777
16260,13786,0.70929325
11082,14206,0.5840762
12476,17041,0.27535564
24130,12093,1.0
21062,12252,0.70929325
21327,14431,0.8927088
12093,19728,0.18522738
19151,18259,0.5258777
12380,10297,0.58022565
10653,13797,0.8927088
13173,22646,0.70929325
10447,10297,0.70929325
20664,19469,0.5258777
11733,12370,0.70929325
17468,11150,0.8927088
14970,12530,0.8965181
18556,13504,0.70929325
17707,17835,0.70929325
10961,10567,0.70929325
11163,23158,0.70929325
10402,18925,0.70929325
15465,16950,0.70929325
11471,10797,0.70929325
12250,10946,0.70929325
16081,13851,0.8927088
11254,13696,0.3392676
19487,13994,0.5258777
15393,19504,0.70929325
19461,15443,0.8927088
11569,21763,0.8927088
10301,12448,0.70929325
11695,12055,0.70929325
10700,24320,1.0
10750,14176,0.21253124
